name,lang,zero_crossings,spectral_centroid,spectral_rolloff,mf1m,mf2m,mf3m,mf4m,mf5m,mf6m,mf7m,mf8m,mf9m,mf10m,mf11m,mf12m,mf13m,mf14m,mf15m,mf16m,mf17m,mf18m,mf19m,mf20m,mf1v,mf2v,mf3v,mf4v,mf5v,mf6v,mf7v,mf8v,mf9v,mf10v,mf11v,mf12v,mf13v,mf14v,mf15v,mf16v,mf17v,mf18v,mf19v,mf20v,cs1m,cs2m,cs3m,cs4m,cs5m,cs6m,cs7m,cs8m,cs9m,cs10m,cs11m,cs12m,cs1v,cs2v,cs3v,cs4v,cs5v,cs6v,cs7v,cs8v,cs9v,cs10v,cs11v,cs12v,label
ZovietFrance - I Felt The Breath Of My Assassin.mp3,en,0.06224538310139411,1331.874690937196,2394.5381726883434,-282.8124084472656,135.96095275878906,-2.2749652862548833,27.607837677001953,13.729676246643065,5.559157848358153,8.552895545959473,4.07078218460083,0.9257163405418396,3.697312593460083,1.0646982192993164,-1.4911799430847168,-2.480814218521118,-2.9758121967315674,-2.351022481918335,-0.5772038102149963,-1.7378721237182615,-2.204157829284668,0.06476753950119019,1.4876749515533447,3601.8603515625,1725.072265625,773.3475341796875,666.50390625,149.71804809570312,219.4687042236328,98.73363494873048,59.318336486816406,85.96763610839844,110.53385925292969,82.901611328125,53.34451293945313,53.39860534667969,51.5430679321289,37.92711639404297,34.484970092773445,26.96108627319336,22.622861862182614,25.61620140075684,39.675636291503906,0.3009359836578369,0.31000572443008423,0.419656902551651,0.4408529102802277,0.3798865377902985,0.3954286873340607,0.5896412134170532,0.5462410449981691,0.5184275507926941,0.6819764971733093,0.4652526080608368,0.2765145301818848,0.05274510383605957,0.04710131138563156,0.06983780860900879,0.07986822724342346,0.05882886424660683,0.06241367757320404,0.0742197185754776,0.08711477369070053,0.06285227835178375,0.10497813671827316,0.05388551205396652,0.042148903012275696,-1
!!! - Take Ecstasy With Me.mp3,en,0.11398206382848382,2227.7263805046114,4482.352207896797,-72.97020721435547,91.62354278564453,-21.76582145690918,31.394207000732422,-7.932751655578613,18.105255126953125,-7.800957679748535,5.07359504699707,-1.4593219757080078,7.079040050506592,-7.071680545806885,1.3825204372406006,-6.084246635437012,3.181499719619751,1.3929613828659058,5.348783016204834,-0.7192003130912781,1.927870512008667,-0.9365901350975037,7.0254807472229,9996.564453125,801.0848388671875,264.63916015625,368.1197509765625,117.47144317626953,119.052490234375,104.35485076904297,140.0602264404297,75.6658935546875,75.78534698486328,69.30611419677734,66.29232788085938,72.91844940185547,67.84244537353516,41.77849197387695,39.810150146484375,40.666419982910156,53.09259033203125,60.32539367675781,80.30328369140625,0.3672751188278198,0.3352294862270355,0.42809152603149414,0.2591859698295593,0.33290866017341614,0.3844565153121948,0.4995584487915039,0.5062810182571411,0.35776349902153015,0.4428213834762573,0.3163504898548126,0.41909053921699524,0.08851009607315063,0.05882778391242027,0.10000239312648773,0.04145006090402603,0.08118196576833725,0.0946018397808075,0.09091969579458237,0.09638512134552002,0.06923894584178925,0.11756572872400284,0.048103515058755875,0.09874358028173447,-1
